,word,word_count,new_date_x,percentage
1144,chinas,0,2020-01-29,0.0
1145,chinas,1,2020-01-30,0.0036496350364963500
1146,chinas,1,2020-01-31,0.003436426116838490
1147,chinas,0,2020-02-01,0.0
1148,chinas,1,2020-02-02,0.005405405405405410
1149,chinas,1,2020-02-03,0.00228310502283105
1150,chinas,2,2020-02-04,0.004464285714285710
1151,chinas,0,2020-02-05,0.0
1152,chinas,4,2020-02-06,0.00963855421686747
1153,chinas,4,2020-02-07,0.00851063829787234
1154,chinas,0,2020-02-08,0.0
1155,chinas,1,2020-02-09,0.00398406374501992
1156,chinas,4,2020-02-10,0.007858546168958740
1157,chinas,1,2020-02-11,0.0025
1158,chinas,1,2020-02-12,0.0024875621890547300
1159,chinas,3,2020-02-13,0.006024096385542170
1160,chinas,0,2020-02-14,0.0
1161,chinas,2,2020-02-15,0.008064516129032260
1162,chinas,1,2020-02-16,0.0037313432835820900
1163,chinas,1,2020-02-17,0.0023148148148148100
1164,chinas,4,2020-02-18,0.008676789587852500
1165,chinas,0,2020-02-19,0.0
1166,chinas,3,2020-02-20,0.006263048016701460
1167,chinas,2,2020-02-21,0.0036900369003690000
1168,chinas,2,2020-02-22,0.00847457627118644
1169,chinas,3,2020-02-23,0.010033444816053500
1170,chinas,4,2020-02-24,0.007352941176470590
1171,chinas,4,2020-02-25,0.008869179600886920
1172,chinas,2,2020-02-26,0.004132231404958680
1173,chinas,0,2020-02-27,0.0
1174,chinas,5,2020-02-28,0.01006036217303820
1175,chinas,1,2020-02-29,0.003436426116838490
1176,chinas,1,2020-03-01,0.003115264797507790
1177,chinas,1,2020-03-02,0.001976284584980240
1178,chinas,3,2020-03-03,0.006211180124223600
1179,chinas,3,2020-03-04,0.0053285968028419200
1180,chinas,3,2020-03-05,0.006521739130434780
1181,chinas,2,2020-03-06,0.004
1182,chinas,0,2020-03-07,0.0
1183,chinas,0,2020-03-08,0.0
1184,chinas,1,2020-03-09,0.0017241379310344800
1185,chinas,3,2020-03-10,0.006355932203389830
1186,chinas,2,2020-03-11,0.004132231404958680
1187,chinas,2,2020-03-12,0.004246284501061570
1188,chinas,4,2020-03-13,0.007142857142857140
1189,chinas,1,2020-03-14,0.0032258064516129000
1190,chinas,0,2020-03-15,0.0
1191,chinas,3,2020-03-16,0.005870841487279840
1192,chinas,5,2020-03-17,0.01072961373390560
1193,chinas,3,2020-03-18,0.005628517823639780
1194,chinas,2,2020-03-19,0.004415011037527590
1195,chinas,0,2020-03-20,0.0
1196,chinas,0,2020-03-21,0.0
1197,chinas,2,2020-03-22,0.0056179775280898900
1198,chinas,2,2020-03-23,0.004048582995951420
1199,chinas,3,2020-03-24,0.005405405405405410
1200,chinas,1,2020-03-25,0.002008032128514060
1201,chinas,3,2020-03-26,0.005291005291005290
1202,chinas,2,2020-03-27,0.0040650406504065000
1203,chinas,1,2020-03-28,0.0025252525252525300
1462,number,0,2020-01-03,0.0
1463,number,2,2020-01-04,0.006711409395973150
1464,number,0,2020-01-05,0.0
1465,number,0,2020-01-06,0.0
1466,number,0,2020-01-07,0.0
1467,number,0,2020-01-08,0.0
1468,number,0,2020-01-09,0.0
1469,number,0,2020-01-10,0.0
1470,number,0,2020-01-11,0.0
1471,number,1,2020-01-12,0.003367003367003370
1472,number,1,2020-01-13,0.0024875621890547300
1473,number,0,2020-01-14,0.0
1474,number,1,2020-01-15,0.002207505518763800
1475,number,0,2020-01-16,0.0
1476,number,0,2020-01-17,0.0
1477,number,1,2020-01-18,0.004032258064516130
1478,number,0,2020-01-19,0.0
1479,number,0,2020-01-20,0.0
1480,number,0,2020-01-21,0.0
1481,number,0,2020-01-22,0.0
1482,number,0,2020-01-23,0.0
1483,number,0,2020-01-24,0.0
1484,number,0,2020-01-25,0.0
1485,number,0,2020-01-26,0.0
1486,number,1,2020-01-27,0.003367003367003370
1487,number,0,2020-01-28,0.0
1488,number,1,2020-01-29,0.003745318352059930
1489,number,0,2020-01-30,0.0
1490,number,0,2020-01-31,0.0
1491,number,0,2020-02-01,0.0
1492,number,0,2020-02-02,0.0
1493,number,0,2020-02-03,0.0
1494,number,0,2020-02-04,0.0
1495,number,1,2020-02-05,0.0022988505747126400
1496,number,0,2020-02-06,0.0
1497,number,1,2020-02-07,0.002127659574468090
1498,number,0,2020-02-08,0.0
1499,number,1,2020-02-09,0.00398406374501992
1500,number,1,2020-02-10,0.0019646365422396900
1501,number,0,2020-02-11,0.0
1502,number,2,2020-02-12,0.004975124378109450
1503,number,1,2020-02-13,0.002008032128514060
1504,number,0,2020-02-14,0.0
1505,number,1,2020-02-15,0.004032258064516130
1506,number,1,2020-02-16,0.0037313432835820900
1507,number,1,2020-02-17,0.0023148148148148100
1508,number,1,2020-02-18,0.0021691973969631200
1509,number,1,2020-02-19,0.0021141649048625800
1510,number,0,2020-02-20,0.0
1511,number,4,2020-02-21,0.007380073800738010
1512,number,3,2020-02-22,0.012711864406779700
1513,number,5,2020-02-23,0.016722408026755900
1514,number,5,2020-02-24,0.009191176470588240
1515,number,2,2020-02-25,0.004434589800443460
1516,number,4,2020-02-26,0.008264462809917360
1517,number,2,2020-02-27,0.003976143141153080
1518,number,3,2020-02-28,0.006036217303822940
1519,number,2,2020-02-29,0.006872852233676980
1520,number,4,2020-03-01,0.012461059190031200
1521,number,4,2020-03-02,0.007905138339920950
1522,number,3,2020-03-03,0.006211180124223600
1523,number,2,2020-03-04,0.003552397868561280
1524,number,3,2020-03-05,0.006521739130434780
1525,number,7,2020-03-06,0.014
1526,number,4,2020-03-07,0.013289036544850500
1527,number,2,2020-03-08,0.007168458781362010
1528,number,5,2020-03-09,0.008620689655172410
1529,number,2,2020-03-10,0.00423728813559322
1530,number,2,2020-03-11,0.004132231404958680
