,count_in_china_andothers,word_in_china_andothers,datechina_andothers,count_in_onlyworld,word_in_onlyworld,dateonlyworld,count_in_onlychina,word_in_onlychina,dateonlychina,count_in_all,word_in_all,dateall,percent_in_china_andothers,word_in_china_andothers_y,datechina_andothers_y,percent_in_only_world,word_in_only_world,dateonly_world,percent_in_only_china,word_in_only_china,dateonly_china
229,1,patient,2020-02,1,patient,2020-02,11,patient,2020-02,26,patient,2020-02,0.003787878787878790,patient,2020-02,0.00016966406515100100,patient,2020-02,0.0018663047166610100,patient,2020-02
230,0,patient,2020-03,3,patient,2020-03,5,patient,2020-03,16,patient,2020-03,0.0,patient,2020-03,0.0006038647342995170,patient,2020-03,0.001006441223832530,patient,2020-03
231,0,yuan,2020-01,0,yuan,2020-01,15,yuan,2020-01,19,yuan,2020-01,0.0,yuan,2020-01,0.0,yuan,2020-01,0.0029336984158028600,yuan,2020-01
232,0,yuan,2020-02,0,yuan,2020-02,21,yuan,2020-02,22,yuan,2020-02,0.0,yuan,2020-02,0.0,yuan,2020-02,0.0035629453681710200,yuan,2020-02
233,1,yuan,2020-03,1,yuan,2020-03,7,yuan,2020-03,8,yuan,2020-03,0.0013175230566534900,yuan,2020-03,0.00020128824476650600,yuan,2020-03,0.0014090177133655400,yuan,2020-03
234,0,arrived,2020-01,1,arrived,2020-01,6,arrived,2020-01,10,arrived,2020-01,0.0,arrived,2020-01,0.00019557989438685700,arrived,2020-01,0.001173479366321140,arrived,2020-01
235,0,arrived,2020-02,0,arrived,2020-02,12,arrived,2020-02,13,arrived,2020-02,0.0,arrived,2020-02,0.0,arrived,2020-02,0.0020359687818120100,arrived,2020-02
236,9,arrived,2020-03,4,arrived,2020-03,15,arrived,2020-03,25,arrived,2020-03,0.011857707509881400,arrived,2020-03,0.0008051529790660230,arrived,2020-03,0.0030193236714975800,arrived,2020-03
237,0,minister,2020-01,2,minister,2020-01,3,minister,2020-01,9,minister,2020-01,0.0,minister,2020-01,0.00039115978877371400,minister,2020-01,0.000586739683160571,minister,2020-01
238,2,minister,2020-02,4,minister,2020-02,6,minister,2020-02,16,minister,2020-02,0.007575757575757580,minister,2020-02,0.0006786562606040040,minister,2020-02,0.0010179843909060100,minister,2020-02
239,1,minister,2020-03,5,minister,2020-03,1,minister,2020-03,23,minister,2020-03,0.0013175230566534900,minister,2020-03,0.001006441223832530,minister,2020-03,0.00020128824476650600,minister,2020-03
240,0,positive,2020-01,0,positive,2020-01,0,positive,2020-01,1,positive,2020-01,0.0,positive,2020-01,0.0,positive,2020-01,0.0,positive,2020-01
241,0,positive,2020-02,3,positive,2020-02,2,positive,2020-02,12,positive,2020-02,0.0,positive,2020-02,0.0005089921954530030,positive,2020-02,0.00033932813030200200,positive,2020-02
242,0,positive,2020-03,12,positive,2020-03,0,positive,2020-03,35,positive,2020-03,0.0,positive,2020-03,0.0024154589371980700,positive,2020-03,0.0,positive,2020-03
243,0,japan,2020-01,1,japan,2020-01,3,japan,2020-01,9,japan,2020-01,0.0,japan,2020-01,0.00019557989438685700,japan,2020-01,0.000586739683160571,japan,2020-01
244,0,japan,2020-02,1,japan,2020-02,2,japan,2020-02,20,japan,2020-02,0.0,japan,2020-02,0.00016966406515100100,japan,2020-02,0.00033932813030200200,japan,2020-02
245,2,japan,2020-03,3,japan,2020-03,1,japan,2020-03,19,japan,2020-03,0.002635046113306980,japan,2020-03,0.0006038647342995170,japan,2020-03,0.00020128824476650600,japan,2020-03
246,0,control,2020-01,1,control,2020-01,7,control,2020-01,10,control,2020-01,0.0,control,2020-01,0.00019557989438685700,control,2020-01,0.0013690592607080000,control,2020-01
247,0,control,2020-02,0,control,2020-02,16,control,2020-02,25,control,2020-02,0.0,control,2020-02,0.0,control,2020-02,0.0027146250424160200,control,2020-02
248,0,control,2020-03,3,control,2020-03,6,control,2020-03,11,control,2020-03,0.0,control,2020-03,0.0006038647342995170,control,2020-03,0.0012077294685990300,control,2020-03
249,0,masks,2020-01,0,masks,2020-01,4,masks,2020-01,4,masks,2020-01,0.0,masks,2020-01,0.0,masks,2020-01,0.0007823195775474280,masks,2020-01
250,0,masks,2020-02,0,masks,2020-02,9,masks,2020-02,15,masks,2020-02,0.0,masks,2020-02,0.0,masks,2020-02,0.001526976586359010,masks,2020-02
251,11,masks,2020-03,5,masks,2020-03,10,masks,2020-03,26,masks,2020-03,0.014492753623188400,masks,2020-03,0.001006441223832530,masks,2020-03,0.002012882447665060,masks,2020-03
252,0,days,2020-01,1,days,2020-01,4,days,2020-01,7,days,2020-01,0.0,days,2020-01,0.00019557989438685700,days,2020-01,0.0007823195775474280,days,2020-01
253,0,days,2020-02,0,days,2020-02,16,days,2020-02,19,days,2020-02,0.0,days,2020-02,0.0,days,2020-02,0.0027146250424160200,days,2020-02
254,0,days,2020-03,1,days,2020-03,12,days,2020-03,19,days,2020-03,0.0,days,2020-03,0.00020128824476650600,days,2020-03,0.0024154589371980700,days,2020-03
255,0,died,2020-01,1,died,2020-01,0,died,2020-01,6,died,2020-01,0.0,died,2020-01,0.00019557989438685700,died,2020-01,0.0,died,2020-01
256,0,died,2020-02,4,died,2020-02,6,died,2020-02,18,died,2020-02,0.0,died,2020-02,0.0006786562606040040,died,2020-02,0.0010179843909060100,died,2020-02
257,0,died,2020-03,8,died,2020-03,5,died,2020-03,21,died,2020-03,0.0,died,2020-03,0.001610305958132050,died,2020-03,0.001006441223832530,died,2020-03
258,1,last,2020-01,2,last,2020-01,14,last,2020-01,25,last,2020-01,0.0031847133757961800,last,2020-01,0.00039115978877371400,last,2020-01,0.0027381185214160000,last,2020-01
259,0,last,2020-02,0,last,2020-02,2,last,2020-02,6,last,2020-02,0.0,last,2020-02,0.0,last,2020-02,0.00033932813030200200,last,2020-02
260,0,last,2020-03,7,last,2020-03,5,last,2020-03,14,last,2020-03,0.0,last,2020-03,0.0014090177133655400,last,2020-03,0.001006441223832530,last,2020-03
261,1,fight,2020-01,1,fight,2020-01,2,fight,2020-01,5,fight,2020-01,0.0031847133757961800,fight,2020-01,0.00019557989438685700,fight,2020-01,0.00039115978877371400,fight,2020-01
262,3,fight,2020-02,1,fight,2020-02,6,fight,2020-02,18,fight,2020-02,0.011363636363636400,fight,2020-02,0.00016966406515100100,fight,2020-02,0.0010179843909060100,fight,2020-02
263,6,fight,2020-03,3,fight,2020-03,12,fight,2020-03,20,fight,2020-03,0.007905138339920950,fight,2020-03,0.0006038647342995170,fight,2020-03,0.0024154589371980700,fight,2020-03
264,1,supplies,2020-01,0,supplies,2020-01,3,supplies,2020-01,4,supplies,2020-01,0.0031847133757961800,supplies,2020-01,0.0,supplies,2020-01,0.000586739683160571,supplies,2020-01
265,0,supplies,2020-02,0,supplies,2020-02,13,supplies,2020-02,15,supplies,2020-02,0.0,supplies,2020-02,0.0,supplies,2020-02,0.002205632846963010,supplies,2020-02
266,12,supplies,2020-03,4,supplies,2020-03,12,supplies,2020-03,23,supplies,2020-03,0.015810276679841900,supplies,2020-03,0.0008051529790660230,supplies,2020-03,0.0024154589371980700,supplies,2020-03
267,0,snow,2020-01,0,snow,2020-01,12,snow,2020-01,24,snow,2020-01,0.0,snow,2020-01,0.0,snow,2020-01,0.002346958732642280,snow,2020-01
268,0,snow,2020-02,0,snow,2020-02,7,snow,2020-02,11,snow,2020-02,0.0,snow,2020-02,0.0,snow,2020-02,0.0011876484560570100,snow,2020-02
269,0,snow,2020-03,0,snow,2020-03,4,snow,2020-03,7,snow,2020-03,0.0,snow,2020-03,0.0,snow,2020-03,0.0008051529790660230,snow,2020-03
270,0,workers,2020-01,0,workers,2020-01,7,workers,2020-01,8,workers,2020-01,0.0,workers,2020-01,0.0,workers,2020-01,0.0013690592607080000,workers,2020-01
271,0,workers,2020-02,0,workers,2020-02,12,workers,2020-02,21,workers,2020-02,0.0,workers,2020-02,0.0,workers,2020-02,0.0020359687818120100,workers,2020-02
272,0,workers,2020-03,2,workers,2020-03,6,workers,2020-03,12,workers,2020-03,0.0,workers,2020-03,0.00040257648953301100,workers,2020-03,0.0012077294685990300,workers,2020-03
273,0,epidemic,2020-01,0,epidemic,2020-01,1,epidemic,2020-01,2,epidemic,2020-01,0.0,epidemic,2020-01,0.0,epidemic,2020-01,0.00019557989438685700,epidemic,2020-01
274,3,epidemic,2020-02,3,epidemic,2020-02,11,epidemic,2020-02,24,epidemic,2020-02,0.011363636363636400,epidemic,2020-02,0.0005089921954530030,epidemic,2020-02,0.0018663047166610100,epidemic,2020-02
275,3,epidemic,2020-03,1,epidemic,2020-03,10,epidemic,2020-03,15,epidemic,2020-03,0.003952569169960470,epidemic,2020-03,0.00020128824476650600,epidemic,2020-03,0.002012882447665060,epidemic,2020-03
276,0,infections,2020-01,0,infections,2020-01,1,infections,2020-01,1,infections,2020-01,0.0,infections,2020-01,0.0,infections,2020-01,0.00019557989438685700,infections,2020-01
277,0,infections,2020-02,4,infections,2020-02,0,infections,2020-02,5,infections,2020-02,0.0,infections,2020-02,0.0006786562606040040,infections,2020-02,0.0,infections,2020-02
278,1,infections,2020-03,29,infections,2020-03,1,infections,2020-03,35,infections,2020-03,0.0013175230566534900,infections,2020-03,0.005837359098228660,infections,2020-03,0.00020128824476650600,infections,2020-03
279,0,make,2020-01,0,make,2020-01,4,make,2020-01,13,make,2020-01,0.0,make,2020-01,0.0,make,2020-01,0.0007823195775474280,make,2020-01
280,0,make,2020-02,0,make,2020-02,6,make,2020-02,18,make,2020-02,0.0,make,2020-02,0.0,make,2020-02,0.0010179843909060100,make,2020-02
281,0,make,2020-03,0,make,2020-03,3,make,2020-03,9,make,2020-03,0.0,make,2020-03,0.0,make,2020-03,0.0006038647342995170,make,2020-03
282,2,southkorea,2020-01,2,southkorea,2020-01,0,southkorea,2020-01,4,southkorea,2020-01,0.006369426751592360,southkorea,2020-01,0.00039115978877371400,southkorea,2020-01,0.0,southkorea,2020-01
283,2,southkorea,2020-02,11,southkorea,2020-02,0,southkorea,2020-02,13,southkorea,2020-02,0.007575757575757580,southkorea,2020-02,0.0018663047166610100,southkorea,2020-02,0.0,southkorea,2020-02
284,3,southkorea,2020-03,20,southkorea,2020-03,1,southkorea,2020-03,23,southkorea,2020-03,0.003952569169960470,southkorea,2020-03,0.004025764895330110,southkorea,2020-03,0.00020128824476650600,southkorea,2020-03
285,0,another,2020-01,0,another,2020-01,4,another,2020-01,7,another,2020-01,0.0,another,2020-01,0.0,another,2020-01,0.0007823195775474280,another,2020-01
286,2,another,2020-02,4,another,2020-02,11,another,2020-02,21,another,2020-02,0.007575757575757580,another,2020-02,0.0006786562606040040,another,2020-02,0.0018663047166610100,another,2020-02
287,0,another,2020-03,5,another,2020-03,3,another,2020-03,12,another,2020-03,0.0,another,2020-03,0.001006441223832530,another,2020-03,0.0006038647342995170,another,2020-03
288,0,earthquake,2020-01,1,earthquake,2020-01,6,earthquake,2020-01,15,earthquake,2020-01,0.0,earthquake,2020-01,0.00019557989438685700,earthquake,2020-01,0.001173479366321140,earthquake,2020-01
289,2,earthquake,2020-02,2,earthquake,2020-02,4,earthquake,2020-02,18,earthquake,2020-02,0.007575757575757580,earthquake,2020-02,0.00033932813030200200,earthquake,2020-02,0.0006786562606040040,earthquake,2020-02
290,0,earthquake,2020-03,1,earthquake,2020-03,2,earthquake,2020-03,6,earthquake,2020-03,0.0,earthquake,2020-03,0.00020128824476650600,earthquake,2020-03,0.00040257648953301100,earthquake,2020-03
291,0,hit,2020-01,3,hit,2020-01,5,hit,2020-01,12,hit,2020-01,0.0,hit,2020-01,0.000586739683160571,hit,2020-01,0.0009778994719342850,hit,2020-01
292,2,hit,2020-02,3,hit,2020-02,3,hit,2020-02,10,hit,2020-02,0.007575757575757580,hit,2020-02,0.0005089921954530030,hit,2020-02,0.0005089921954530030,hit,2020-02
293,1,hit,2020-03,2,hit,2020-03,13,hit,2020-03,16,hit,2020-03,0.0013175230566534900,hit,2020-03,0.00040257648953301100,hit,2020-03,0.002616747181964570,hit,2020-03
294,0,due,2020-01,2,due,2020-01,2,due,2020-01,8,due,2020-01,0.0,due,2020-01,0.00039115978877371400,due,2020-01,0.00039115978877371400,due,2020-01
295,0,due,2020-02,0,due,2020-02,7,due,2020-02,14,due,2020-02,0.0,due,2020-02,0.0,due,2020-02,0.0011876484560570100,due,2020-02
296,1,due,2020-03,4,due,2020-03,4,due,2020-03,16,due,2020-03,0.0013175230566534900,due,2020-03,0.0008051529790660230,due,2020-03,0.0008051529790660230,due,2020-03
297,0,former,2020-01,0,former,2020-01,8,former,2020-01,15,former,2020-01,0.0,former,2020-01,0.0,former,2020-01,0.0015646391550948600,former,2020-01
298,0,former,2020-02,2,former,2020-02,6,former,2020-02,12,former,2020-02,0.0,former,2020-02,0.00033932813030200200,former,2020-02,0.0010179843909060100,former,2020-02
299,0,former,2020-03,3,former,2020-03,6,former,2020-03,11,former,2020-03,0.0,former,2020-03,0.0006038647342995170,former,2020-03,0.0012077294685990300,former,2020-03
300,1,military,2020-01,5,military,2020-01,5,military,2020-01,20,military,2020-01,0.0031847133757961800,military,2020-01,0.0009778994719342850,military,2020-01,0.0009778994719342850,military,2020-01
301,0,military,2020-02,2,military,2020-02,10,military,2020-02,14,military,2020-02,0.0,military,2020-02,0.00033932813030200200,military,2020-02,0.0016966406515100100,military,2020-02
302,0,military,2020-03,0,military,2020-03,1,military,2020-03,4,military,2020-03,0.0,military,2020-03,0.0,military,2020-03,0.00020128824476650600,military,2020-03
303,0,coronaoutbreak,2020-01,0,coronaoutbreak,2020-01,0,coronaoutbreak,2020-01,0,coronaoutbreak,2020-01,0.0,coronaoutbreak,2020-01,0.0,coronaoutbreak,2020-01,0.0,coronaoutbreak,2020-01
304,0,coronaoutbreak,2020-02,0,coronaoutbreak,2020-02,0,coronaoutbreak,2020-02,0,coronaoutbreak,2020-02,0.0,coronaoutbreak,2020-02,0.0,coronaoutbreak,2020-02,0.0,coronaoutbreak,2020-02
305,7,coronaoutbreak,2020-03,13,coronaoutbreak,2020-03,10,coronaoutbreak,2020-03,37,coronaoutbreak,2020-03,0.00922266139657444,coronaoutbreak,2020-03,0.002616747181964570,coronaoutbreak,2020-03,0.002012882447665060,coronaoutbreak,2020-03
306,0,pm,2020-01,1,pm,2020-01,1,pm,2020-01,3,pm,2020-01,0.0,pm,2020-01,0.00019557989438685700,pm,2020-01,0.00019557989438685700,pm,2020-01
307,0,pm,2020-02,7,pm,2020-02,0,pm,2020-02,10,pm,2020-02,0.0,pm,2020-02,0.0011876484560570100,pm,2020-02,0.0,pm,2020-02
308,0,pm,2020-03,15,pm,2020-03,1,pm,2020-03,24,pm,2020-03,0.0,pm,2020-03,0.0030193236714975800,pm,2020-03,0.00020128824476650600,pm,2020-03
309,0,toll,2020-01,2,toll,2020-01,0,toll,2020-01,5,toll,2020-01,0.0,toll,2020-01,0.00039115978877371400,toll,2020-01,0.0,toll,2020-01
310,0,toll,2020-02,0,toll,2020-02,0,toll,2020-02,3,toll,2020-02,0.0,toll,2020-02,0.0,toll,2020-02,0.0,toll,2020-02
311,0,toll,2020-03,19,toll,2020-03,1,toll,2020-03,29,toll,2020-03,0.0,toll,2020-03,0.003824476650563610,toll,2020-03,0.00020128824476650600,toll,2020-03
312,0,high,2020-01,1,high,2020-01,13,high,2020-01,21,high,2020-01,0.0,high,2020-01,0.00019557989438685700,high,2020-01,0.0025425386270291400,high,2020-01
313,0,high,2020-02,2,high,2020-02,4,high,2020-02,10,high,2020-02,0.0,high,2020-02,0.00033932813030200200,high,2020-02,0.0006786562606040040,high,2020-02
314,0,high,2020-03,0,high,2020-03,2,high,2020-03,6,high,2020-03,0.0,high,2020-03,0.0,high,2020-03,0.00040257648953301100,high,2020-03
315,0,across,2020-01,0,across,2020-01,5,across,2020-01,7,across,2020-01,0.0,across,2020-01,0.0,across,2020-01,0.0009778994719342850,across,2020-01
316,0,across,2020-02,0,across,2020-02,14,across,2020-02,17,across,2020-02,0.0,across,2020-02,0.0,across,2020-02,0.0023752969121140100,across,2020-02
317,0,across,2020-03,0,across,2020-03,8,across,2020-03,12,across,2020-03,0.0,across,2020-03,0.0,across,2020-03,0.001610305958132050,across,2020-03
318,0,around,2020-01,1,around,2020-01,3,around,2020-01,11,around,2020-01,0.0,around,2020-01,0.00019557989438685700,around,2020-01,0.000586739683160571,around,2020-01
319,0,around,2020-02,0,around,2020-02,3,around,2020-02,8,around,2020-02,0.0,around,2020-02,0.0,around,2020-02,0.0005089921954530030,around,2020-02
320,0,around,2020-03,4,around,2020-03,7,around,2020-03,17,around,2020-03,0.0,around,2020-03,0.0008051529790660230,around,2020-03,0.0014090177133655400,around,2020-03
321,0,government,2020-01,2,government,2020-01,6,government,2020-01,14,government,2020-01,0.0,government,2020-01,0.00039115978877371400,government,2020-01,0.001173479366321140,government,2020-01
322,0,government,2020-02,1,government,2020-02,7,government,2020-02,11,government,2020-02,0.0,government,2020-02,0.00016966406515100100,government,2020-02,0.0011876484560570100,government,2020-02
323,1,government,2020-03,4,government,2020-03,3,government,2020-03,11,government,2020-03,0.0013175230566534900,government,2020-03,0.0008051529790660230,government,2020-03,0.0006038647342995170,government,2020-03
324,0,public,2020-01,2,public,2020-01,10,public,2020-01,13,public,2020-01,0.0,public,2020-01,0.00039115978877371400,public,2020-01,0.0019557989438685700,public,2020-01
325,0,public,2020-02,0,public,2020-02,5,public,2020-02,13,public,2020-02,0.0,public,2020-02,0.0,public,2020-02,0.0008483203257550050,public,2020-02
326,0,public,2020-03,3,public,2020-03,5,public,2020-03,10,public,2020-03,0.0,public,2020-03,0.0006038647342995170,public,2020-03,0.001006441223832530,public,2020-03
327,0,magnitude,2020-01,1,magnitude,2020-01,5,magnitude,2020-01,13,magnitude,2020-01,0.0,magnitude,2020-01,0.00019557989438685700,magnitude,2020-01,0.0009778994719342850,magnitude,2020-01
328,2,magnitude,2020-02,2,magnitude,2020-02,3,magnitude,2020-02,17,magnitude,2020-02,0.007575757575757580,magnitude,2020-02,0.00033932813030200200,magnitude,2020-02,0.0005089921954530030,magnitude,2020-02
329,0,magnitude,2020-03,1,magnitude,2020-03,2,magnitude,2020-03,6,magnitude,2020-03,0.0,magnitude,2020-03,0.00020128824476650600,magnitude,2020-03,0.00040257648953301100,magnitude,2020-03
330,0,check,2020-01,0,check,2020-01,7,check,2020-01,15,check,2020-01,0.0,check,2020-01,0.0,check,2020-01,0.0013690592607080000,check,2020-01
331,0,check,2020-02,0,check,2020-02,6,check,2020-02,13,check,2020-02,0.0,check,2020-02,0.0,check,2020-02,0.0010179843909060100,check,2020-02
332,0,check,2020-03,0,check,2020-03,5,check,2020-03,8,check,2020-03,0.0,check,2020-03,0.0,check,2020-03,0.001006441223832530,check,2020-03
333,1,daily,2020-01,0,daily,2020-01,9,daily,2020-01,11,daily,2020-01,0.0031847133757961800,daily,2020-01,0.0,daily,2020-01,0.0017602190494817100,daily,2020-01
334,0,daily,2020-02,0,daily,2020-02,17,daily,2020-02,18,daily,2020-02,0.0,daily,2020-02,0.0,daily,2020-02,0.0028842891075670200,daily,2020-02
335,0,daily,2020-03,1,daily,2020-03,4,daily,2020-03,7,daily,2020-03,0.0,daily,2020-03,0.00020128824476650600,daily,2020-03,0.0008051529790660230,daily,2020-03
336,0,p,2020-01,0,p,2020-01,4,p,2020-01,5,p,2020-01,0.0,p,2020-01,0.0,p,2020-01,0.0007823195775474280,p,2020-01
337,1,p,2020-02,3,p,2020-02,4,p,2020-02,10,p,2020-02,0.003787878787878790,p,2020-02,0.0005089921954530030,p,2020-02,0.0006786562606040040,p,2020-02
338,0,p,2020-03,6,p,2020-03,4,p,2020-03,20,p,2020-03,0.0,p,2020-03,0.0012077294685990300,p,2020-03,0.0008051529790660230,p,2020-03
339,0,team,2020-01,0,team,2020-01,5,team,2020-01,6,team,2020-01,0.0,team,2020-01,0.0,team,2020-01,0.0009778994719342850,team,2020-01
340,1,team,2020-02,1,team,2020-02,9,team,2020-02,13,team,2020-02,0.003787878787878790,team,2020-02,0.00016966406515100100,team,2020-02,0.001526976586359010,team,2020-02
341,5,team,2020-03,2,team,2020-03,6,team,2020-03,16,team,2020-03,0.006587615283267460,team,2020-03,0.00040257648953301100,team,2020-03,0.0012077294685990300,team,2020-03
342,0,sichuan,2020-01,0,sichuan,2020-01,6,sichuan,2020-01,10,sichuan,2020-01,0.0,sichuan,2020-01,0.0,sichuan,2020-01,0.001173479366321140,sichuan,2020-01
343,0,sichuan,2020-02,0,sichuan,2020-02,10,sichuan,2020-02,14,sichuan,2020-02,0.0,sichuan,2020-02,0.0,sichuan,2020-02,0.0016966406515100100,sichuan,2020-02
344,0,sichuan,2020-03,1,sichuan,2020-03,4,sichuan,2020-03,11,sichuan,2020-03,0.0,sichuan,2020-03,0.00020128824476650600,sichuan,2020-03,0.0008051529790660230,sichuan,2020-03
345,0,night,2020-01,0,night,2020-01,3,night,2020-01,5,night,2020-01,0.0,night,2020-01,0.0,night,2020-01,0.000586739683160571,night,2020-01
346,0,night,2020-02,3,night,2020-02,7,night,2020-02,14,night,2020-02,0.0,night,2020-02,0.0005089921954530030,night,2020-02,0.0011876484560570100,night,2020-02
347,1,night,2020-03,2,night,2020-03,8,night,2020-03,16,night,2020-03,0.0013175230566534900,night,2020-03,0.00040257648953301100,night,2020-03,0.001610305958132050,night,2020-03
348,0,panda,2020-01,0,panda,2020-01,4,panda,2020-01,12,panda,2020-01,0.0,panda,2020-01,0.0,panda,2020-01,0.0007823195775474280,panda,2020-01
349,0,panda,2020-02,0,panda,2020-02,3,panda,2020-02,8,panda,2020-02,0.0,panda,2020-02,0.0,panda,2020-02,0.0005089921954530030,panda,2020-02
350,0,panda,2020-03,0,panda,2020-03,3,panda,2020-03,15,panda,2020-03,0.0,panda,2020-03,0.0,panda,2020-03,0.0006038647342995170,panda,2020-03
351,2,foreign,2020-01,5,foreign,2020-01,7,foreign,2020-01,18,foreign,2020-01,0.006369426751592360,foreign,2020-01,0.0009778994719342850,foreign,2020-01,0.0013690592607080000,foreign,2020-01
352,1,foreign,2020-02,1,foreign,2020-02,1,foreign,2020-02,4,foreign,2020-02,0.003787878787878790,foreign,2020-02,0.00016966406515100100,foreign,2020-02,0.00016966406515100100,foreign,2020-02
353,2,foreign,2020-03,1,foreign,2020-03,8,foreign,2020-03,12,foreign,2020-03,0.002635046113306980,foreign,2020-03,0.00020128824476650600,foreign,2020-03,0.001610305958132050,foreign,2020-03
354,0,international,2020-01,1,international,2020-01,4,international,2020-01,8,international,2020-01,0.0,international,2020-01,0.00019557989438685700,international,2020-01,0.0007823195775474280,international,2020-01
355,0,international,2020-02,0,international,2020-02,5,international,2020-02,7,international,2020-02,0.0,international,2020-02,0.0,international,2020-02,0.0008483203257550050,international,2020-02
356,1,international,2020-03,2,international,2020-03,7,international,2020-03,19,international,2020-03,0.0013175230566534900,international,2020-03,0.00040257648953301100,international,2020-03,0.0014090177133655400,international,2020-03
357,1,emergency,2020-01,2,emergency,2020-01,3,emergency,2020-01,8,emergency,2020-01,0.0031847133757961800,emergency,2020-01,0.00039115978877371400,emergency,2020-01,0.000586739683160571,emergency,2020-01
358,0,emergency,2020-02,0,emergency,2020-02,2,emergency,2020-02,5,emergency,2020-02,0.0,emergency,2020-02,0.0,emergency,2020-02,0.00033932813030200200,emergency,2020-02
359,1,emergency,2020-03,7,emergency,2020-03,2,emergency,2020-03,21,emergency,2020-03,0.0013175230566534900,emergency,2020-03,0.0014090177133655400,emergency,2020-03,0.00040257648953301100,emergency,2020-03
360,0,capital,2020-01,2,capital,2020-01,5,capital,2020-01,14,capital,2020-01,0.0,capital,2020-01,0.00039115978877371400,capital,2020-01,0.0009778994719342850,capital,2020-01
361,0,capital,2020-02,1,capital,2020-02,3,capital,2020-02,7,capital,2020-02,0.0,capital,2020-02,0.00016966406515100100,capital,2020-02,0.0005089921954530030,capital,2020-02
362,0,capital,2020-03,0,capital,2020-03,6,capital,2020-03,13,capital,2020-03,0.0,capital,2020-03,0.0,capital,2020-03,0.0012077294685990300,capital,2020-03
363,1,top,2020-01,2,top,2020-01,5,top,2020-01,14,top,2020-01,0.0031847133757961800,top,2020-01,0.00039115978877371400,top,2020-01,0.0009778994719342850,top,2020-01
364,0,top,2020-02,0,top,2020-02,11,top,2020-02,12,top,2020-02,0.0,top,2020-02,0.0,top,2020-02,0.0018663047166610100,top,2020-02
365,0,top,2020-03,0,top,2020-03,3,top,2020-03,8,top,2020-03,0.0,top,2020-03,0.0,top,2020-03,0.0006038647342995170,top,2020-03
366,0,reports,2020-01,3,reports,2020-01,1,reports,2020-01,6,reports,2020-01,0.0,reports,2020-01,0.000586739683160571,reports,2020-01,0.00019557989438685700,reports,2020-01
367,0,reports,2020-02,7,reports,2020-02,4,reports,2020-02,14,reports,2020-02,0.0,reports,2020-02,0.0011876484560570100,reports,2020-02,0.0006786562606040040,reports,2020-02
368,0,reports,2020-03,12,reports,2020-03,0,reports,2020-03,13,reports,2020-03,0.0,reports,2020-03,0.0024154589371980700,reports,2020-03,0.0,reports,2020-03
369,1,ministry,2020-01,2,ministry,2020-01,5,ministry,2020-01,9,ministry,2020-01,0.0031847133757961800,ministry,2020-01,0.00039115978877371400,ministry,2020-01,0.0009778994719342850,ministry,2020-01
370,0,ministry,2020-02,2,ministry,2020-02,2,ministry,2020-02,12,ministry,2020-02,0.0,ministry,2020-02,0.00033932813030200200,ministry,2020-02,0.00033932813030200200,ministry,2020-02
371,0,ministry,2020-03,4,ministry,2020-03,3,ministry,2020-03,12,ministry,2020-03,0.0,ministry,2020-03,0.0008051529790660230,ministry,2020-03,0.0006038647342995170,ministry,2020-03
372,0,sat,2020-01,1,sat,2020-01,3,sat,2020-01,5,sat,2020-01,0.0,sat,2020-01,0.00019557989438685700,sat,2020-01,0.000586739683160571,sat,2020-01
373,0,sat,2020-02,3,sat,2020-02,9,sat,2020-02,18,sat,2020-02,0.0,sat,2020-02,0.0005089921954530030,sat,2020-02,0.001526976586359010,sat,2020-02
374,2,sat,2020-03,3,sat,2020-03,4,sat,2020-03,10,sat,2020-03,0.002635046113306980,sat,2020-03,0.0006038647342995170,sat,2020-03,0.0008051529790660230,sat,2020-03
375,2,sun,2020-01,0,sun,2020-01,4,sun,2020-01,10,sun,2020-01,0.006369426751592360,sun,2020-01,0.0,sun,2020-01,0.0007823195775474280,sun,2020-01
376,0,sun,2020-02,1,sun,2020-02,6,sun,2020-02,9,sun,2020-02,0.0,sun,2020-02,0.00016966406515100100,sun,2020-02,0.0010179843909060100,sun,2020-02
377,0,sun,2020-03,4,sun,2020-03,5,sun,2020-03,14,sun,2020-03,0.0,sun,2020-03,0.0008051529790660230,sun,2020-03,0.001006441223832530,sun,2020-03
378,0,shanghai,2020-01,1,shanghai,2020-01,4,shanghai,2020-01,14,shanghai,2020-01,0.0,shanghai,2020-01,0.00019557989438685700,shanghai,2020-01,0.0007823195775474280,shanghai,2020-01
379,0,shanghai,2020-02,0,shanghai,2020-02,4,shanghai,2020-02,8,shanghai,2020-02,0.0,shanghai,2020-02,0.0,shanghai,2020-02,0.0006786562606040040,shanghai,2020-02
380,0,shanghai,2020-03,0,shanghai,2020-03,2,shanghai,2020-03,11,shanghai,2020-03,0.0,shanghai,2020-03,0.0,shanghai,2020-03,0.00040257648953301100,shanghai,2020-03
381,0,hospitals,2020-01,0,hospitals,2020-01,3,hospitals,2020-01,3,hospitals,2020-01,0.0,hospitals,2020-01,0.0,hospitals,2020-01,0.000586739683160571,hospitals,2020-01
382,0,hospitals,2020-02,0,hospitals,2020-02,14,hospitals,2020-02,19,hospitals,2020-02,0.0,hospitals,2020-02,0.0,hospitals,2020-02,0.0023752969121140100,hospitals,2020-02
